# ==== 正文映射 B4: 段落 895-1778 ====
# 格式：起始段落号[-结束段落号]<TAB>中文
# 数学符号用 §...§ 包裹（写成 Cambria Math run）；多行值用续行（无段落号前缀的行）。
# 段落内若含 § 则按段拆分写入首段；KEEP 表示保留原文。
# 图片/表格段落仅替换文字、保留 drawing（w:drawing 不清除）。

# 1.14 风速分布的威布尔拟合
955	1.16.1 加速因子与阵风系数（Speed-up factor and gust coefficient）
956	在任意位置，Meteodyn WT 计算方向性加速因子，即计算风速 §V§ 与参考风速 §V_ref§（参考条件：10 m 高、平坦地形、粗糙度长度均匀为 5 cm 的开放乡村地形）之比。
957	记 §C_i§ 为某位置在参考风向扇区 i 下的加速因子。此外，将场址任一点处的 3 秒阵风系数 §G§ 定义为 10 分钟内最大瞬时风速与对应 10 分钟平均风速之比的平均值。
958	3 秒阵风系数 §G§ 可表示为湍流强度 §I§ 的函数：§G = 1 + 2.84I§，其中 §I§ 为每个方向计算的湍流强度。
959	1.16.2 基于区域极端风速的计算（Computation based on the regional extreme wind）
960	1.16.2.1 区域参考 50 年风速（Regional reference 50-year wind speed）
961	任意位置的区域性极端风速通常可在结构设计规范中找到（欧洲：欧洲规范 1，美国：ISO 4354 等）。这些数值依据可靠的统计研究评估得到，建议直接使用。
962	这些规范给出的"50 年极端风速"是在上述参考场址（平坦地形、粗糙度长度均匀为 5 cm）10 m 高度处的值。
963	用户输入区域 50 年参考风速值，并指定该值是 10 分钟平均风速还是 3 秒阵风。
964	若选择 3 秒阵风选项，则通过参考场址（10 m 高、平坦、粗糙度长度均匀为 5 cm）的阵风系数，由 50 年参考阵风速度计算 50 年参考平均风速：
965	§V50ref = V50gustref/1.55§
966	1.16.2.2 50 年风速的评估（Evaluation of 50-yr wind speeds）
967	在任意结果点处，50 年平均风速等于区域 50 年平均风速与方向性加速系数最大值 §C_max§ 的乘积。
968	50 年阵风速度等于区域 50 年平均风速与所有方向上 §C_i·G_i§ 乘积最大值的乘积。
969	因此：
970	§V50mean = C_max·V50ref§
971	§V50gust = (CG)_max·V50ref§
974	1.16.3 基于测量点极端风速的计算（Computations based on the extreme wind at the measurement point）
975	若无法获得区域极端风速值，风电场任一点的极端风速也可由场址实测数据计算。
976	此时，用户必须在测量点进行极端风分析（包括测风相关预测（MCP）分析），以获得测量点 50 年一遇的极端风速。
977	只有当测量点四周所有方向均为无障碍开阔区域时，测量点的极端风分析才有意义。§C₀§ 和 §G₀§ 分别为测量点处的方向性加速因子和阵风系数。在极端风分析中，极端风速的方向是未知的。因此，比较安全的做法是假定极端风速可能来自任何方向。
978	如果某些方向的 §C₀§ 很低，则计算的极端风速可能被高估，因为 §C/C₀§ 最大的方向可能是一个大风罕见的方向。因此，该区域必须无障碍。只有假定极端风速不可能来自某一方向时，才可以忽略该加速系数较低的方向。
979	1.16.3.1 图形用户界面（Graphical User Interface）
980	若已知测风塔位置的极端风速，则可向软件提供 50 年值的 10 分钟平均风速或 3 秒阵风速度。计算将给出结果点处的 50 年 10 分钟平均风速和 50 年 3 秒阵风速度。
981	1.16.3.2 基于 10 分钟平均风速的计算（Computation based on the 10-min mean wind speed）
982	若用户指定了测量点处的 50 年 10 分钟平均风速，软件在任意结果点处执行以下计算以给出 50 年 10 分钟平均风速和 3 秒阵风速度：
§V50mean = (C/C₀)_max·V50mean_mes§
§V50gust = (GC/C₀)_max·V50mean_mes§
983	1.16.3.3 基于 3 秒平均阵风的计算（Computation based on the 3-sec mean wind gust）
984	若用户指定了测量点处的 50 年 3 秒阵风速度，软件在任意结果点处执行以下计算以给出 50 年 10 分钟平均风速和 50 年 3 秒阵风速度：
§V50mean = (C/(C₀G₀))_max·V50gust_mes§
§V50gust = (GC/(C₀G₀))_max·V50gust_mes§

# 1.17 场址校准
987	1.17 场址校准（Site calibration）
988	Meteodyn WT 采用适用于大多数场址的默认值进行校准。但其中一些参数因随位置、年度时段或一天中时刻的变化而需要特别关注。要获得更可靠的模型，有两个主要要素需要校准：
- 森林模型/粗糙度值；
- 热稳定度。
989	场址校准基于来自测风塔或激光雷达的风速廓线测量。目标是选择参数，使软件模拟的风廓线尽可能接近真实条件。
990	1.17.1 粗糙度校准（Roughness calibration）
991	第一个需要校准的要素是粗糙度值。该值必须校准，因为粗糙度值只是地形的表征指标。与地形（orography）不同，粗糙度值并不能精确描述地表覆盖状况。因此，两块相似的植被覆盖区域可能具有相同的粗糙度值，但因所用分类或森林类型不同，对风流动的影响却不一定相同。
992	如前所述，软件通过修改参数来改变粗糙度的影响，以拟合实测风速廓线。然而，热稳定度也会影响风廓线，而此时尚未校准。因此，必须确保校准过程不依赖稳定度。
993	为考虑中性稳定度条件，粗糙度校准应在一个 1 年的时段上进行。
994	随后，以默认粗糙度参数启动中性稳定度（Meteodyn 热稳定度等级 2）CFD 计算。计算结束后，运行综合过程：
995	比较测量风速切变（§α_m§）与 CFD 在测风塔处的风速切变（§α_c§）。若拟合不理想，可调整以下参数：
- §z₀§：输入文件的粗糙度长度，或"树高/粗糙度比（tree height roughness ratio）"；
- §C_d§：取决于森林密度的阻力系数。
996	若 §α_c > α_m§：减小 §z₀§ 或 §C_d§（通过改变森林密度）；
997	若 §α_c < α_m§：增大 §z₀§ 或 §C_d§（通过改变森林密度）。
999	视场址的复杂性和非均匀性，校准可在平均风速廓线上进行，也可分方向进行。
1002	应始终考虑风速廓线的形状。如果仅比较切变系数，请确保测量与 Meteodyn WT 结果的切变系数计算方式一致。
1003	步骤：
1004	1. 对测量数据考虑中性热稳定度条件。
2. 以中性稳定度和默认参数启动 CFD 计算。
3. 运行综合并比较风速廓线。
1005	4. 修改输入参数并重新启动计算。
1006	1.17.2 稳定度校准（Stability calibration）
1007-1008	当在场址确定了热稳定度条件后，Meteodyn WT 可在纳维–斯托克斯方程中考虑热稳定度的影响，以提高发电量估算的精度。Meteodyn WT 中可使用四种热稳定度确定方法，可根据场址复杂度和数据的可用性进行选择。不同的大气层结确定方法已在简单和复杂场址上完成验证。更多信息请参见：
1009-1010	- Li R., Leonard E., Tromeur E. Comparison of three methods in atmospheric stratification determination. Windeurope 2022.
- Li R., Leonard E., Tromeur E. Atmospheric Stratification Determinations at Complex Wooded Site. Windeurope 2023.
1011	- 方法 1：基于 CFD 结果的廓线校准；
- 方法 2：使用两个温度源和风速数据；
- 方法 3：使用风切变和湍流数据；
- 方法 4：仅使用风切变数据（仅适用于平坦地形或海上场址）。
1012	方法 2、3、4 是气象数据模块中可用的自动化方法。
1013	1.17.2.1 方法 1：基于 CFD 结果的风廓线校准
1014	由于风廓线不仅取决于稳定度，还取决于地形和粗糙度，因此使用 Meteodyn WT 软件模拟测风塔周围的风流动。
1015	- 第一步是为所有稳定度等级启动 CFD 计算。为节省计算时间，可仅使用对应主要热稳定度类别的 4 至 5 个等级（例如：等级 0 表示不稳定，等级 2 表示中性，等级 4 表示近稳定，等级 6 表示稳定，等级 8 表示非常稳定）。
1016	- 然后在每个时间步，将实测风速廓线与 CFD 模拟风廓线进行比较，确定最佳拟合，最终推断出合适的热稳定度等级。可通过按月、方向和时刻过滤数据的自动风切变分析来简化此步骤。
1017-1019	稳定度的校准方式有几种：
- 全局稳定度校准：一个稳定度代表整个时间段和所有方向；
1020	- 按方向校准：每个方向的一个稳定度代表整个时段；
1021	- 按月校准：每个方向的月度时段用一个稳定度表示；
1022	- 按方向且在月和小时时段上进行校准。
1023-1025	由于热稳定度在 10 分钟内不会变化，不必对每个时间步都进行校准。可将实测时间序列按小时或更长周期平均，然后对该时间框架内的每个 10 分钟步应用稳定度等级。
1026-1027	可通过比较每个时间步的切变系数来自动化校准。确定后的稳定度等级时间序列可在综合过程中使用。
1028	1.17.2.2 方法 2：使用温度和风速数据
1029-1035	第二种方法基于莫宁–奥布霍夫相似理论（MOST）。大气层结通常用莫宁–奥布霍夫长度或理查森数估算，它们依赖于热通量，也可由温度廓线得到。利用温度廓线（§T1§ 和 §T2§）和风速，Meteodyn WT 对每个时间步从假设的莫宁–奥布霍夫长度开始迭代计算莫宁–奥布霍夫长度。算法迭代搜索莫宁–奥布霍夫长度的更佳近似值，并通过自动过程最终为每个时间步推断出热稳定度等级。
1036-1046	§L = −(1/β)·(ΔV)²·[ln(z₂ᵀ/z₁ᵀ) − Ψ_h(z₂ᵀ,L) + Ψ_h(z₁ᵀ,L)] / {Δθ·[ln(z₂ⱽ/z₁ⱽ) − Ψ_m(z₂ⱽ,L) + Ψ_m(z₁ⱽ,L)]}§
1047	1.17.2.3 方法 3：使用风切变和湍流数据
1048-1051	该方法通过量化每个 10 分钟间隔内风向切变和湍流相对其中性水平的偏差，提出了一种在每个时间步自动划分热稳定度的方法。该方法通过以下四个处理步骤量化每个 10 分钟间隔内的稳定度：
1052	- 第 1 步：估计切变和湍流强度相对方向的中性水平；
1053	- 第 2 步：估计切变和湍流强度的归一化偏差；
1054	- 第 3 步：应用平滑核增强稳定度信号；
1055	- 第 4 步：绘制诊断图并估计莫宁–奥布霍夫长度。
1056	参考文献：
1057	A novel method to quantify atmospheric stability, Lasse Svenningsen, Global Wind summit 2018.
1058	1.17.2.4 方法 4：适用于平坦地形或海上场址的风切变法
1059-1063	该方法通过量化每个 10 分钟间隔内风向切变和湍流相对其中性水平的偏差，提出了一种在每个时间步自动划分热稳定度的方法。该方法通过以下四个处理步骤量化每个 10 分钟间隔内的稳定度：
1064	- 第 1 步：估计切变相对方向的中性水平；
1065	- 第 2 步：估计切变的归一化偏差；
1066	- 第 3 步：应用平滑核增强稳定度信号；
1067	- 第 4 步：绘制诊断图并估计莫宁–奥布霍夫长度。

# 1.18 结果定义
1068	1.18 结果定义（Definitions）
1069	1.18.1 方向性结果（Directional results）
1070	1.18.1.1 加速因子 §V_h§（Speed-up factors V_h）
1071-1072	水平加速因子，由参考风速（10 m 高、平坦开阔地形）计算：
§V_h = √(V_X² + V_Y²)/V_ref§
1073	1.18.1.2 风向（Wind direction）
1074	结果点位置处的计算风向（以度为单位）。
1075	1.18.1.3 偏转角（Deviation angle）
1076	结果点处风向与参考场址（10 m 高、平坦开阔地形）风向之间的计算差值（以度为单位）。该参考风向即入口来流风向。
1077	逆时针旋转取负值，顺时针旋转取正值。
1078	1.18.1.4 入流角（Inflow angle）
1079	结果点位置处流动的垂直倾角（以度为单位，向上为正）。
1080	1.18.1.5 湍流强度（Turbulence intensity）
1081	湍流强度由湍流动能 §k§ 和结果点位置处的局部风速计算，关系式为 §I_u = 1.03√k/U§，其中 §U§ 为平均风速矢量的纵向分量。该关系式由（Panofsky H.A., 1984）关于湍流脉动纵向、横向和垂直标准偏差的关系导出。
1082	1.18.2 综合结果（Synthesis results）
1083	1.18.2.1 风速（Wind speed）
1084	插值得到的平均风速（m/s）。
1087	1.18.2.2 湍流（Turbulence）
1088-1090	若启用了方向性湍流修正，该湍流强度已考虑湍流修正。
若启用了矩阵湍流修正，该湍流强度由大风事件评估得到（仅考虑大于 10 m/s 的风速）。
参见：湍流强度与湍流修正。
1091	1.18.2.3 入流角（Inflow angle）
1092	流动的平均垂直倾角（度）。
1093	若入流角结果按所有风向计算，则对方向性入流角结果的绝对值取平均；
1094	若按风向扇区计算，则直接对方向性入流角结果取平均。
1095	1.18.2.4 功率密度（Power density）
1096	功率密度表示风的每单位面积平均功率，单位为 W/m²。功率密度计算考虑局部空气密度、湍流强度和风速结果：
1097	§P_ot = ½ρ(1 + 3I²)V³§
1098	1.18.2.5 发电量（Production）
1099	年期望发电量（MWh/年），考虑给定结果点的指定功率曲线和局部气候。计算基于每年 365.25 天。
1100	1.18.2.6 容量系数（Capacity factor）
1101	容量系数为风电机组或风电场在一年内的发电量，除以若满负荷运行一年可产生的总发电量（即功率曲线文件给出的额定功率）。容量系数针对所有结果点给出。
1102	1.18.2.7 威布尔参数（Weibull parameters）
1103	§A§ 为威布尔分布的尺度参数（m/s）。
1104	§k§ 为威布尔分布的形状参数。
1105	1.18.2.8 极端平均风速（Extreme mean wind speed）
外推得到的 10 分钟平均风速（m/s）。参见：极端风速计算。
1106	1.18.2.9 极端阵风风速（Extreme gust wind speed）
外推得到的 3 秒阵风风速（m/s）。参见：极端风速计算。
1107	1.18.2.10 风切变指数（Wind shear exponent）
1108-1111	轮毂高度处的风切变指数通常称为幂律指数。对于风电机组和其他结果点（如测风塔），风切变指数按以下方式计算：
1112	- 若提供了推力曲线：风切变在轮毂高度（对结果点则为其高度）给出，并在风电机组叶片端点所达到的最低与最高点之间计算。叶轮直径在推力曲线文件中指定。
1113	- 若没有推力曲线：风切变在轮毂高度（对结果点则为其高度）给出，默认半径为 50 m。
1114	§α = ln(V₂/V₁)/ln(z₂/z₁)§

# 1.18.3 IEC 结果——第 4 版
1117	1.18.3 IEC 结果——IEC 61400-1 第 4 版——设计参数（IEC results – IEC 61400-1 Edition 4 – Design parameters）
1118	1.18.3.1 风电机组 IEC 等级（Wind turbine IEC Classes）
1119-1120	根据 IEC 61400-1 第 4 版（2019）标准，风电机组等级以风速和湍流强度来定义。
1122	I 至 III 级风电机组的设计寿命至少应为 20 年。
1123-1124	S 级风电机组的设计值应由设计者选择并在设计文件中规定。
1125-1126	T 级假设所有风模型参数相同，允许将 §V_ref,T§ 与所有湍流类别组合。
1127	1.18.3.2 风速分布的概率密度（Probability density of the wind speed distribution）
1128-1129	风速分布对风电机组设计十分重要，因为它决定了正常设计工况下各载荷条件出现的频率。
1130-1132	IEC 设计极限假设风速分布服从威布尔分布，形状因子为 2（§k = 2§），平均风速为 0.2×§V_ref§，其中 §V_ref§ 取决于机组等级 I、II 或 III。风速的概率密度函数（pdf）为：
1133-1136	§pdf(V_hub) = (k/A)·(V_hub/A)^(k−1)·e^(−(V_hub/A)^k)§
1137	1.18.3.3 有效湍流强度（Effective turbulence intensity）
1138-1140	有效湍流强度代表正常运行时产生的疲劳载荷。它作为风速的函数计算，通过加权概率出现频率对所有扇区的方向性湍流进行加权，并采用 Wöhler 指数考虑材料疲劳。
1142	有效湍流计算中考虑的"总 IEC"湍流 §I_IEC§ 定义为：
1143-1148	§I_IEC = √[I_amb + 1.28·σ_σ/V_hub] + I_add§，其中 §I_amb§ 和 §I_add§ 分别为环境湍流强度和附加湍流强度。
1149	此时考虑的是环境湍流标准差的 90% 分位。
1150	1.18.3.4 正常湍流模型（NTM）
1151-1152	对于正常湍流模型，给定轮毂高度风速下的湍流标准差代表值 §σ₁§ 应取 90% 分位数。
1153	对于标准等级，该值由下式给出，其中 §I_ref§ 取决于机组等级 A、B 或 C。
1154-1156	KEEP
1157	1.18.3.5 极端湍流模型（ETM）
1158	极端湍流模型使用纵向分量的标准差。
1159-1161	KEEP
1162	1.18.3.6 Wöhler 指数（Wöhler exponent）
1163-1164	Wöhler 指数取决于所考虑的构件。最常用的值为 10，代表增强玻璃纤维材料，该取值最为保守。
1165-1166	Wöhler 指数是有效湍流计算中的关键参数，用于考虑材料疲劳。
1167	1.18.3.7 参考测风塔（Reference meteorological mast）
1168-1170	参考测风塔是用于湍流验证的参考塔。湍流标准差将由参考测风塔的随机 10 分钟湍流测量计算得到。
1171-1172	若没有湍流测量数据，则假定湍流标准差的取值为湍流的 20%。
1173	1.18.3.8 极端平均风速（50 年）（Extreme mean wind speed (50 years)）
1174-1175	50 年极端风速指 10 分钟平均风速平均每 50 年超过一次的风速（m/s）。参见极端风速计算。
1176	1.18.3.9 威布尔参数（Weibull parameters）
1177	§A§（IEC 标准中为 §C§）给出威布尔分布的尺度参数（m/s）。
1178	§k§ 给出威布尔分布的形状参数。参见威布尔拟合。
1179	1.18.3.10 年最大风速的变异系数（Coefficient of variation of the annual maximum wind speed）
1180-1182	假定风速服从耿贝尔（Gumbel）分布，且已知例如 50 年和 100 年重现期风速 §V50§ 和 §V100§ 时，可近似求得年最大风速的变异系数（COV）。
1183-1185	§COV = σ/μ = (π/√6)·β/(α + 0.5772)§
1186-1190	其中 §α = (V100 − V50)/(P100 − P50)§，§β = V50 − α·P50§；§P100 = −ln(−ln(1 − 1/100))§，§P50 = −ln(−ln(1 − 1/50))§
1191-1193	若 COV 大于 15%，可乘以系数 §η§ 线性增大，从 COV = 15% 时的 1.0 到 COV = 30% 时的 1.15。若 §η > 1.0§，在结构完整性评估中可使用调整后的极端 10 分钟平均风速 §V50 = √η·V50§。
1196	1.18.3.11 疲劳载荷的验证规则（Validation rules for fatigue load）
1197	风分布分析
1198-1200	轮毂高度处场址风速概率密度函数 §pdf(V_hub)§ 在 §V_ave§ 与 §2V_ave§ 之间的所有 §V_hub§ 值处均应小于或等于设计概率密度函数。
1201	威布尔 k
1202-1203	若场址特定威布尔风速分布的形状参数 §k§ 大于或等于 1.4，则 §k§ 应满足以下方程：
1204-1205	§6.5·V_ave,site/V_ave,design − 4.5 ≤ k ≤ −6.0·V_ave,site/V_ave,design + 8.0§
1206	湍流分析
1207-1209	正常湍流模型的标准差应大于或等于包含环境湍流和尾流湍流的湍流标准差的 90% 分位数，风速范围为 §V_ave§ 到 §2V_ave§：
1210	§σ₁ > C_CT·σ̂_eff§（= §I_eff·V_hub§）
1211-1214	其中 §I_eff§ 按有效湍流计算。在复杂地形情况下，为考虑湍流流动的畸变，应增大风速标准差的估计 90% 分位数。可通过额外乘以湍流结构修正参数 §C_CT§ 来实现（§C_CT§ 的计算参见"场址地形复杂度评估"）。
1215	流动倾角
1216-1217	场址流动倾角（取所有方向的按风能加权平均值）应在 −8° 到 +8° 之间。
1218	全局风切变指数
1219	平均风切变按各扇区切变指数的加权平均计算：
1220-1221	- 若提供了推力曲线：平均风切变指数在风电机组叶轮范围内给出。
1222	- 若没有推力曲线：默认半径取 50 m。
1223-1224	功率生产过程中所有风向和风速的能量加权平均垂直风切变指数 §α§ 应在 0.05 到 0.25 范围内。
1225	空气密度
1226-1227	空气密度（kg/m³）在风电机组的轮毂高度计算，其余结果点在其高度计算。空气密度按标准大气的海拔函数计算。
1228	场址平均空气密度应小于 IEC 的设计限值 1.225 kg/m³。
1229-1230	若空气密度大于 1.225 kg/m³，应证明以下条件成立：
1231-1232	§ρ_design × V_ave,design² ≥ ρ_site × V_ave,site²§
1235	1.18.3.12 极限载荷的验证规则（Validation rules for ultimate load）
1236	极端风速
1237-1239	轮毂高度处 50 年重现期的极端 10 分钟平均风速 §V50§ 的场址估计值应小于或等于 §V_ref§。或者，轮毂高度处 50 年重现期的极端 3 秒平均风速的场址中心估计值应小于 §V_e50§。
1240-1242	当年最大风速的变异系数（COV）大于 15% 时，应对 §V50§ 进行修正。若场址平均空气密度不同于 1.225 kg/m³，应证明以下条件成立：
1243-1244	§ρ_design × V_ref² ≥ ρ_site × V50,hub²§
1245	极限载荷的湍流分析
1246-1248	设计风速标准差应大于或等于 0.6×§V_r§ 到 1.6×§V_r§（§V_r§ 为额定风速）之间所有 §V_hub§ 值处风速标准差估计 90% 分位数的场址值。
1249	§σ₁ > C_CT·(σ̂ + 1.28·σ̂_σ)§
1250-1253	在复杂地形情况下，为考虑湍流流动的畸变，应增大风速标准差估计的 90% 分位数。可通过额外乘以湍流结构修正参数 §C_CT§ 来实现（§C_CT§ 的计算参见"场址地形复杂度评估"）。
1254	极端湍流强度
1255-1256	极端环境风速标准差 §σ̂₁,ETM§ 由下式估计，且不应超过 ETM 模型：
1258	§σ̂₁,ETM = σ̂ + k_p·σ̂_σ§，其中 §k_p = 0.01·(V_ave,site(m/s) − 21)·(V_hub(m/s) − 5) + 5§
1259	中心尾流风速标准差的最大值
1261	
1263	在尾流情形下，应证明最严重方向上的最大中心尾流风速标准差不超过 ETM 模型。
1266	场址地形复杂度评估（IEC 61400-1 第 4 版）
1267	场址的复杂度由地形坡度以及地形相对平面的起伏程度来表征。
1268	为获得地形坡度，需在风电机组周围的所有风向扇区内，于特定距离和扇区宽度内定义拟合并贴合地形的平面，见下图。拟合平面不必穿过塔筒基础。
1269	坡度表示水平线（面）与各扇区投影平均线之间的夹角。相应地，地形相对拟合平面的起伏，表示沿垂直线方向上拟合平面与地表点处地形之间的距离。用于地形复杂度评估的表面网格及其原始数据源图的分辨率不超过 50 m。圆扇区为 30°。
1271	用于拟合地形数据的 30° 扇区示意图
1272	利用如此定义的坡度与地形起伏，各圆形区域内地坡度指数（TSI）和地形起伏指数（TVI）由以下公式给出：
1273-1275	§TSI30 = Σ f_energy(i)·|θ(i)|§
§TVI30 = Σ f_energy(i)·|DTV(i)|/R§
§TSI360 = k₁·θ360§
§TVI360 = DTV360/(k₂·R)§
1276	其中：
1277	- §f_energy(i)§ 为通过第 i 个 30° 扇区进入的风能百分比；
- §θ(i)§ 为第 i 个 30° 扇区拟合平面的坡度；
- §θ360§ 为拟合 360° 圆平面的坡度；
- §DTV(i)§ 为第 i 个 30° 扇区内地形起伏的标准差；
- §DTV360§ 为 360° 圆形区域地形起伏的标准差；
- §R§ 为圆形区域半径；
- §k₁§ 为 TSI360 的经验调整因子，§k₁ = 5/3§；
- §k₂§ 为 TVI360 的经验调整因子，§k₂ = 3§。
1280	地形通过不同圆形区域（5·z_hub、10·z_hub 和 20·z_hub）的 TSI 和 TVI 两个指数进行复杂度评估。两个指数均定义了低（L）、中（M）和高（H）三个复杂度类别（见下表）。若三个圆形区域的 TSI30、TVI30 值以及 TSI360、TVI360 值均低于 L 类别的阈值，则该场址被评估为非复杂场址。否则，场址被评估为复杂场址，并根据任一圆形区域 TSI 或 TVI 的最高类别，将其归入 L、M 或 H 三个复杂度类别之一。
1282	地形复杂度类别的阈值（其中 §Z_hub§ 为轮毂高度）
1284	取决于地形复杂度类别的湍流结构修正参数取值

# 1.18.4 IEC 结果——IEC 61400-1 第 3 版
1287	1.18.4 IEC 结果——IEC 61400-1 第 3 版——设计参数（IEC results – IEC 61400-1 Edition 3 – Design parameters）
1288	1.18.4.1 风电机组 IEC 等级（Wind turbine IEC Classes）
1289-1290	根据 IEC 61400-1 第 3 版（2010）标准，风电机组等级以风速和湍流强度来定义。
1292	I 至 III 级风电机组的设计寿命至少应为 20 年。
1293-1294	S 级风电机组的设计值应由设计者选择并在设计文件中规定。
1295	- V_ref 为参考风速，即 50 年重现期的极端风速；
1296	- A 表示高湍流类别；
1297	- B 表示中等湍流类别；
1298	- C 表示低湍流类别；
1299	- I_ref 为 15 m/s 时湍流强度的期望值，此处定义为平均值。
1300	1.18.4.2 风速分布的概率密度（Probability density of the wind speed distribution）
1301-1302	风速分布对风电机组设计十分重要，因为它决定了正常设计工况下各载荷条件出现的频率。
1303-1305	IEC 设计极限假设风速分布服从威布尔分布，形状因子为 2（§k§ = 2），平均风速为 0.2×§V_ref§，其中 §V_ref§ 取决于机组等级 I、II 或 III。风速的概率密度函数（pdf）为：
1306-1307	§pdf(V_hub) = (k/A)·(V_hub/A)^(k−1)·e^(−(V_hub/A)^k)§
1310	1.18.4.3 正常湍流模型（NTM）
1311	对于正常湍流模型，给定轮毂高度风速下的湍流标准差代表值 §σ₁§ 应取 90% 分位数。
1312	对于标准等级，该值由下式给出，其中 §I_ref§ 取决于机组等级 A、B 或 C。
1314	KEEP
1316	1.18.4.4 极端湍流模型（ETM）
1317	极端湍流模型使用纵向分量的标准差。
1319	
1320	1.18.4.5 Wöhler 指数（Wöhler exponent）
1321	Wöhler 指数取决于所考虑的构件。最常用的值为 10，代表增强玻璃纤维材料，该取值最为保守。
1322	Wöhler 指数是有效湍流计算中的关键参数，用于考虑材料疲劳。
1323	1.18.4.6 参考测风塔（Reference meteorological mast）
1324	参考测风塔是用于湍流验证的参考塔。湍流标准差将由参考测风塔的随机 10 分钟湍流测量计算得到。
1325	若没有湍流测量数据，则假定湍流标准差的取值为湍流的 20%。
1326	1.18.4.7 极端平均风速（50 年）（Extreme mean wind speed (50 years)）
1327	50 年极端风速指 10 分钟平均风速平均每 50 年超过一次的风速（m/s）。参见极端风速计算。
1329	1.18.4.8 威布尔参数（Weibull parameters）
